#{"t_start": 1770190944.2627478, "env_id": "None"}
r,l,t
-38.929028,50,43.457187
-6.1411643,50,43.457187
-39.332954,50,43.457187
-151.65958,50,43.457187
100.67514,50,43.457187
91.21681,50,43.693667
-52.62393,50,43.693667
-31.290709,50,43.693667
-4.600775,50,43.693667
5.777899,50,43.693667
-68.77662,50,43.693667
86.483734,50,43.693667
-207.2265,50,43.693667
121.66554,50,43.693667
-113.26207,50,43.693667
38.205494,50,43.693667
-70.8006,50,43.693667
22.872124,50,43.693667
44.748676,50,43.693667
-42.411472,50,43.693667
40.696266,50,43.693667
-49.962654,50,43.932014
42.46704,50,43.932014
38.828022,50,43.933013
-303.63788,50,43.933013
-27.194271,50,43.933013
61.21326,50,43.933013
85.812706,50,43.933013
-10.649985,50,43.933013
32.04037,50,43.933013
104.75871,50,43.933013
49.984283,50,43.933013
0.17123699,50,43.933013
46.84712,50,43.933013
2.3693657,50,43.933013
-236.35556,50,43.933013
66.99016,50,43.933013
70.39877,50,44.33951
42.118942,50,44.33951
56.2234,50,44.33951
-11.803545,50,44.33951
-88.86824,50,44.33951
-306.3239,50,44.33951
-120.40987,50,44.33951
18.26645,50,44.33951
-52.14897,50,44.33951
15.639037,50,44.33951
-32.82697,50,44.33951
-147.01598,50,44.33951
-32.22139,50,44.33951
102.29563,50,44.33951
-16.555851,50,44.33951
97.8135,50,44.33951
120.712006,50,44.589368
141.41435,50,44.589368
-43.2342,50,44.589368
-98.33111,50,44.589368
87.2519,50,44.589368
-15.732084,50,44.590369
-4.050945,50,44.590369
-155.67978,50,44.590369
131.66193,50,44.590369
127.28611,50,44.590369
66.55283,50,44.590369
-33.907337,50,44.590369
-166.92015,50,44.590369
-158.19821,50,44.590369
-109.25513,50,44.590369
94.15355,50,44.590369
88.86444,50,44.895218
-49.369675,50,44.895218
