#{"t_start": 1770189414.7087045, "env_id": "None"}
r,l,t
6.6202354,50,45.079001
-9.949646,50,45.079001
-3.8969367,50,45.079001
0.65869915,50,45.422119
7.905799,50,45.422119
-1.0961769,50,45.422119
3.1970336,50,45.422119
1.3189099,50,45.422119
4.3892746,50,45.422119
2.1569624,50,45.422119
6.356153,50,45.422119
3.831521,50,45.772174
3.9482603,50,45.772174
1.5632207,50,45.772174
-4.925452,50,45.772174
-6.699484,50,45.772174
-13.838636,50,45.772174
2.988881,50,45.772174
4.6420646,50,45.772174
-4.486514,50,46.127982
-1.9004648,50,46.127982
-9.136012,50,46.127982
1.3746836,50,46.127982
-0.055414915,50,46.127982
3.4314127,50,46.127982
-7.714766,50,46.127982
-9.431042,50,46.127982
11.986721,50,46.474017
-20.556345,50,46.474017
14.577203,50,46.474017
-10.0934105,50,46.474017
-9.276108,50,46.474017
1.3819438,50,46.474017
-3.0611396,50,46.474017
-24.90757,50,46.474017
-3.3566823,50,46.996116
2.7783651,50,46.996116
6.5417285,50,46.996116
2.3283398,50,46.996116
-2.1706903,50,46.996116
0.6527864,50,46.996116
0.47562867,50,46.996116
-8.150435,50,46.996116
-13.489595,50,47.357074
-1.0477098,50,47.357074
-1.6623018,50,47.357074
-0.5763874,50,47.357074
0.75774384,50,47.357074
-0.38959146,50,47.357074
-2.3897345,50,47.357074
4.5324073,50,47.357074
-4.4587336,50,47.723785
-4.442684,50,47.723785
5.965099,50,47.723785
-3.1303434,50,47.723785
-4.1488786,50,47.723785
8.951767,50,47.723785
2.4451678,50,47.723785
3.00518,50,47.723785
-20.61243,50,48.076468
-16.15238,50,48.076468
14.75123,50,48.076468
-23.939228,50,48.076468
-2.0916305,50,48.076468
16.341396,50,48.076468
3.4561734,50,48.076468
2.7181482,50,48.076468
-4.4353447,50,48.433262
0.5395474,50,48.433262
-0.5654049,50,48.433262
-8.23835,50,48.433262
-5.2416544,50,48.433262
1.613693,50,48.433262
5.219289,50,48.433262
-8.368738,50,48.433262
14.097541,50,48.784976
-11.36065,50,48.784976
8.056656,50,48.784976
-5.081824,50,48.784976
0.6745312,50,48.784976
5.7279134,50,48.784976
-6.114493,50,48.784976
3.7036984,50,48.784976
-1.6354325,50,49.157082
-7.147475,50,49.157082
1.333771,50,49.157082
-7.9439917,50,49.157082
-11.847832,50,49.157082
5.371532,50,49.157082
4.808448,50,49.157082
-8.937659,50,49.157082
-0.06842176,50,49.529147
10.403925,50,49.529667
-2.1616025,50,49.529667
1.7866756,50,49.529667
5.7774296,50,49.529667
-8.717823,50,49.529667
-8.049253,50,49.529667
5.1101193,50,49.529667
-9.409962,50,49.897328
4.913609,50,49.897328
